         z	         T	         p	         u	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
5.2175e-06	1.0732e+03	1.0000e+05	9.9114e-02	2.5454e-01	1.9615e-01	2.2704e-01	4.3959e-02	2.2026e-02	4.1282e-03	2.1537e-03	7.6861e-05	5.2090e-07	5.0447e-01	
5.2443e-06	1.0732e+03	1.0000e+05	9.9043e-02	2.5472e-01	1.9327e-01	2.2580e-01	4.6507e-02	2.2950e-02	4.3099e-03	2.2578e-03	7.8130e-05	5.3435e-07	5.0483e-01	
5.2711e-06	1.0732e+03	1.0000e+05	9.8968e-02	2.5491e-01	1.9030e-01	2.2453e-01	4.9147e-02	2.3873e-02	4.4932e-03	2.3635e-03	7.9396e-05	5.4728e-07	5.0522e-01	
5.2979e-06	1.0732e+03	1.0000e+05	9.8888e-02	2.5512e-01	1.8726e-01	2.2322e-01	5.1878e-02	2.4793e-02	4.6773e-03	2.4705e-03	8.0652e-05	5.5966e-07	5.0562e-01	
5.3248e-06	1.0732e+03	1.0000e+05	9.8804e-02	2.5534e-01	1.8415e-01	2.2188e-01	5.4696e-02	2.5706e-02	4.8616e-03	2.5784e-03	8.1902e-05	5.7147e-07	5.0605e-01	
5.3516e-06	1.0732e+03	1.0000e+05	9.8715e-02	2.5557e-01	1.8097e-01	2.2050e-01	5.7600e-02	2.6606e-02	5.0454e-03	2.6868e-03	8.3143e-05	5.8270e-07	5.0651e-01	
5.3784e-06	1.0732e+03	1.0000e+05	9.8622e-02	2.5581e-01	1.7772e-01	2.1910e-01	6.0586e-02	2.7490e-02	5.2281e-03	2.7955e-03	8.4370e-05	5.9334e-07	5.0699e-01	
5.4052e-06	1.0732e+03	1.0000e+05	9.8523e-02	2.5606e-01	1.7443e-01	2.1768e-01	6.3650e-02	2.8353e-02	5.4088e-03	2.9040e-03	8.5581e-05	6.0340e-07	5.0749e-01	
5.4320e-06	1.0732e+03	1.0000e+05	9.8420e-02	2.5633e-01	1.7108e-01	2.1623e-01	6.6788e-02	2.9190e-02	5.5869e-03	3.0118e-03	8.6775e-05	6.1288e-07	5.0802e-01	
5.4588e-06	1.0732e+03	1.0000e+05	9.8313e-02	2.5661e-01	1.6769e-01	2.1476e-01	6.9996e-02	2.9998e-02	5.7617e-03	3.1187e-03	8.7949e-05	6.2179e-07	5.0858e-01	
5.4856e-06	1.0732e+03	1.0000e+05	9.8200e-02	2.5691e-01	1.6427e-01	2.1328e-01	7.3269e-02	3.0772e-02	5.9323e-03	3.2242e-03	8.9102e-05	6.3015e-07	5.0916e-01	
5.5124e-06	1.0732e+03	1.0000e+05	9.8083e-02	2.5721e-01	1.6082e-01	2.1178e-01	7.6602e-02	3.1508e-02	6.0981e-03	3.3279e-03	9.0228e-05	6.3798e-07	5.0977e-01	
5.5392e-06	1.0732e+03	1.0000e+05	9.7961e-02	2.5753e-01	1.5735e-01	2.1027e-01	7.9989e-02	3.2201e-02	6.2585e-03	3.4293e-03	9.1326e-05	6.4531e-07	5.1041e-01	
5.5660e-06	1.0732e+03	1.0000e+05	9.7835e-02	2.5787e-01	1.5387e-01	2.0876e-01	8.3424e-02	3.2849e-02	6.4127e-03	3.5282e-03	9.2391e-05	6.5217e-07	5.1106e-01	
5.5928e-06	1.0732e+03	1.0000e+05	9.7705e-02	2.5821e-01	1.5039e-01	2.0724e-01	8.6901e-02	3.3447e-02	6.5602e-03	3.6241e-03	9.3429e-05	6.5859e-07	5.1175e-01	
5.6197e-06	1.0732e+03	1.0000e+05	9.7570e-02	2.5857e-01	1.4691e-01	2.0572e-01	9.0415e-02	3.3994e-02	6.7004e-03	3.7166e-03	9.4427e-05	6.6460e-07	5.1245e-01	
5.6465e-06	1.0732e+03	1.0000e+05	9.7431e-02	2.5894e-01	1.4344e-01	2.0420e-01	9.3959e-02	3.4487e-02	6.8329e-03	3.8055e-03	9.5388e-05	6.7025e-07	5.1318e-01	
5.6733e-06	1.0732e+03	1.0000e+05	9.7288e-02	2.5932e-01	1.3999e-01	2.0268e-01	9.7527e-02	3.4923e-02	6.9570e-03	3.8905e-03	9.6305e-05	6.7555e-07	5.1394e-01	
5.7001e-06	1.0732e+03	1.0000e+05	9.7142e-02	2.5971e-01	1.3656e-01	2.0118e-01	1.0111e-01	3.5301e-02	7.0726e-03	3.9712e-03	9.7185e-05	6.8056e-07	5.1471e-01	
5.7269e-06	1.0732e+03	1.0000e+05	9.6993e-02	2.6011e-01	1.3316e-01	1.9968e-01	1.0471e-01	3.5620e-02	7.1792e-03	4.0475e-03	9.8012e-05	6.8530e-07	5.1550e-01	
5.7455e-06	1.0732e+03	1.0000e+05	9.6887e-02	2.6039e-01	1.3082e-01	1.9866e-01	1.0721e-01	3.5806e-02	7.2478e-03	4.0977e-03	9.8565e-05	6.8845e-07	5.1606e-01	
5.7641e-06	1.0732e+03	1.0000e+05	9.6780e-02	2.6068e-01	1.2850e-01	1.9763e-01	1.0971e-01	3.5963e-02	7.3119e-03	4.1456e-03	9.9092e-05	6.9150e-07	5.1663e-01	
5.7827e-06	1.0732e+03	1.0000e+05	9.6672e-02	2.6097e-01	1.2621e-01	1.9662e-01	1.1221e-01	3.6091e-02	7.3715e-03	4.1911e-03	9.9597e-05	6.9447e-07	5.1721e-01	
5.8013e-06	1.0732e+03	1.0000e+05	9.6563e-02	2.6126e-01	1.2394e-01	1.9562e-01	1.1470e-01	3.6190e-02	7.4265e-03	4.2342e-03	1.0007e-04	6.9735e-07	5.1780e-01	
5.8199e-06	1.0732e+03	1.0000e+05	9.6453e-02	2.6156e-01	1.2169e-01	1.9462e-01	1.1719e-01	3.6261e-02	7.4769e-03	4.2748e-03	1.0053e-04	7.0016e-07	5.1839e-01	
5.8385e-06	1.0732e+03	1.0000e+05	9.6342e-02	2.6186e-01	1.1946e-01	1.9364e-01	1.1967e-01	3.6304e-02	7.5227e-03	4.3130e-03	1.0095e-04	7.0290e-07	5.1899e-01	
5.8571e-06	1.0732e+03	1.0000e+05	9.6230e-02	2.6217e-01	1.1727e-01	1.9267e-01	1.2214e-01	3.6318e-02	7.5639e-03	4.3487e-03	1.0136e-04	7.0559e-07	5.1959e-01	
5.8757e-06	1.0732e+03	1.0000e+05	9.6117e-02	2.6248e-01	1.1510e-01	1.9170e-01	1.2460e-01	3.6306e-02	7.6006e-03	4.3819e-03	1.0174e-04	7.0823e-07	5.2020e-01	
5.8943e-06	1.0732e+03	1.0000e+05	9.6004e-02	2.6279e-01	1.1296e-01	1.9076e-01	1.2705e-01	3.6267e-02	7.6327e-03	4.4126e-03	1.0209e-04	7.1083e-07	5.2081e-01	
5.9129e-06	1.0732e+03	1.0000e+05	9.5890e-02	2.6310e-01	1.1086e-01	1.8982e-01	1.2949e-01	3.6201e-02	7.6604e-03	4.4407e-03	1.0242e-04	7.1340e-07	5.2143e-01	
5.9316e-06	1.0732e+03	1.0000e+05	9.5776e-02	2.6341e-01	1.0878e-01	1.8890e-01	1.3190e-01	3.6111e-02	7.6837e-03	4.4664e-03	1.0272e-04	7.1593e-07	5.2205e-01	
5.9502e-06	1.0732e+03	1.0000e+05	9.5661e-02	2.6373e-01	1.0674e-01	1.8799e-01	1.3430e-01	3.5996e-02	7.7027e-03	4.4896e-03	1.0299e-04	7.1843e-07	5.2268e-01	
5.9688e-06	1.0732e+03	1.0000e+05	9.5547e-02	2.6404e-01	1.0473e-01	1.8709e-01	1.3669e-01	3.5857e-02	7.7174e-03	4.5104e-03	1.0324e-04	7.2091e-07	5.2330e-01	
5.9874e-06	1.0732e+03	1.0000e+05	9.5432e-02	2.6436e-01	1.0275e-01	1.8621e-01	1.3905e-01	3.5696e-02	7.7280e-03	4.5287e-03	1.0346e-04	7.2337e-07	5.2393e-01	
6.0060e-06	1.0732e+03	1.0000e+05	9.5318e-02	2.6468e-01	1.0081e-01	1.8534e-01	1.4139e-01	3.5512e-02	7.7346e-03	4.5447e-03	1.0365e-04	7.2580e-07	5.2456e-01	
6.0246e-06	1.0732e+03	1.0000e+05	9.5203e-02	2.6499e-01	9.8904e-02	1.8449e-01	1.4371e-01	3.5308e-02	7.7372e-03	4.5583e-03	1.0382e-04	7.2823e-07	5.2519e-01	
6.0432e-06	1.0732e+03	1.0000e+05	9.5089e-02	2.6531e-01	9.7031e-02	1.8365e-01	1.4600e-01	3.5085e-02	7.7360e-03	4.5696e-03	1.0396e-04	7.3063e-07	5.2582e-01	
6.0618e-06	1.0732e+03	1.0000e+05	9.4976e-02	2.6563e-01	9.5193e-02	1.8283e-01	1.4827e-01	3.4842e-02	7.7311e-03	4.5786e-03	1.0408e-04	7.3302e-07	5.2645e-01	
6.0804e-06	1.0732e+03	1.0000e+05	9.4863e-02	2.6595e-01	9.3391e-02	1.8202e-01	1.5051e-01	3.4582e-02	7.7227e-03	4.5854e-03	1.0417e-04	7.3539e-07	5.2708e-01	
6.0990e-06	1.0732e+03	1.0000e+05	9.4750e-02	2.6626e-01	9.1623e-02	1.8123e-01	1.5273e-01	3.4306e-02	7.7109e-03	4.5901e-03	1.0423e-04	7.3775e-07	5.2770e-01	
6.1176e-06	1.0732e+03	1.0000e+05	9.4638e-02	2.6658e-01	8.9891e-02	1.8046e-01	1.5492e-01	3.4014e-02	7.6957e-03	4.5927e-03	1.0426e-04	7.4009e-07	5.2833e-01	
6.1362e-06	1.0732e+03	1.0000e+05	9.4527e-02	2.6689e-01	8.8194e-02	1.7970e-01	1.5708e-01	3.3708e-02	7.6775e-03	4.5933e-03	1.0428e-04	7.4241e-07	5.2895e-01	
6.1548e-06	1.0732e+03	1.0000e+05	9.4417e-02	2.6720e-01	8.6532e-02	1.7895e-01	1.5921e-01	3.3388e-02	7.6562e-03	4.5919e-03	1.0426e-04	7.4470e-07	5.2957e-01	
6.1734e-06	1.0732e+03	1.0000e+05	9.4307e-02	2.6751e-01	8.4904e-02	1.7822e-01	1.6131e-01	3.3056e-02	7.6321e-03	4.5887e-03	1.0422e-04	7.4698e-07	5.3018e-01	
6.1920e-06	1.0732e+03	1.0000e+05	9.4199e-02	2.6782e-01	8.3312e-02	1.7751e-01	1.6338e-01	3.2713e-02	7.6053e-03	4.5836e-03	1.0416e-04	7.4923e-07	5.3079e-01	
6.2106e-06	1.0732e+03	1.0000e+05	9.4091e-02	2.6813e-01	8.1753e-02	1.7681e-01	1.6543e-01	3.2360e-02	7.5759e-03	4.5768e-03	1.0407e-04	7.5145e-07	5.3140e-01	
6.2292e-06	1.0732e+03	1.0000e+05	9.3985e-02	2.6843e-01	8.0229e-02	1.7612e-01	1.6744e-01	3.1998e-02	7.5441e-03	4.5683e-03	1.0397e-04	7.5364e-07	5.3200e-01	
6.2478e-06	1.0732e+03	1.0000e+05	9.3880e-02	2.6873e-01	7.8737e-02	1.7545e-01	1.6942e-01	3.1627e-02	7.5101e-03	4.5581e-03	1.0383e-04	7.5580e-07	5.3260e-01	
6.2664e-06	1.0732e+03	1.0000e+05	9.3776e-02	2.6903e-01	7.7280e-02	1.7480e-01	1.7136e-01	3.1249e-02	7.4738e-03	4.5465e-03	1.0367e-04	7.5792e-07	5.3319e-01	
6.2851e-06	1.0732e+03	1.0000e+05	9.3673e-02	2.6932e-01	7.5854e-02	1.7416e-01	1.7328e-01	3.0865e-02	7.4356e-03	4.5333e-03	1.0349e-04	7.6001e-07	5.3377e-01	
6.3037e-06	1.0732e+03	1.0000e+05	9.3572e-02	2.6961e-01	7.4461e-02	1.7353e-01	1.7516e-01	3.0476e-02	7.3956e-03	4.5188e-03	1.0330e-04	7.6204e-07	5.3435e-01	
6.3223e-06	1.0732e+03	1.0000e+05	9.3472e-02	2.6990e-01	7.3100e-02	1.7292e-01	1.7702e-01	3.0082e-02	7.3538e-03	4.5030e-03	1.0308e-04	7.6404e-07	5.3492e-01	
6.3409e-06	1.0732e+03	1.0000e+05	9.3373e-02	2.7019e-01	7.1770e-02	1.7232e-01	1.7884e-01	2.9684e-02	7.3104e-03	4.4859e-03	1.0283e-04	7.6598e-07	5.3549e-01	
6.3595e-06	1.0732e+03	1.0000e+05	9.3276e-02	2.7047e-01	7.0471e-02	1.7174e-01	1.8062e-01	2.9283e-02	7.2655e-03	4.4676e-03	1.0257e-04	7.6787e-07	5.3604e-01	
6.3781e-06	1.0732e+03	1.0000e+05	9.3180e-02	2.7075e-01	6.9202e-02	1.7117e-01	1.8238e-01	2.8880e-02	7.2193e-03	4.4482e-03	1.0229e-04	7.6970e-07	5.3660e-01	
6.3967e-06	1.0732e+03	1.0000e+05	9.3086e-02	2.7102e-01	6.7962e-02	1.7062e-01	1.8410e-01	2.8476e-02	7.1718e-03	4.4278e-03	1.0199e-04	7.7147e-07	5.3714e-01	
6.4153e-06	1.0732e+03	1.0000e+05	9.2993e-02	2.7129e-01	6.6752e-02	1.7007e-01	1.8580e-01	2.8070e-02	7.1233e-03	4.4064e-03	1.0167e-04	7.7318e-07	5.3768e-01	
6.4339e-06	1.0732e+03	1.0000e+05	9.2901e-02	2.7156e-01	6.5569e-02	1.6954e-01	1.8746e-01	2.7665e-02	7.0737e-03	4.3841e-03	1.0134e-04	7.7483e-07	5.3821e-01	
6.4525e-06	1.0732e+03	1.0000e+05	9.2811e-02	2.7182e-01	6.4415e-02	1.6903e-01	1.8909e-01	2.7260e-02	7.0232e-03	4.3609e-03	1.0099e-04	7.7640e-07	5.3873e-01	
6.4711e-06	1.0732e+03	1.0000e+05	9.2723e-02	2.7208e-01	6.3288e-02	1.6852e-01	1.9068e-01	2.6855e-02	6.9720e-03	4.3369e-03	1.0061e-04	7.7791e-07	5.3924e-01	
6.4897e-06	1.0732e+03	1.0000e+05	9.2636e-02	2.7234e-01	6.2188e-02	1.6803e-01	1.9225e-01	2.6452e-02	6.9200e-03	4.3123e-03	1.0023e-04	7.7934e-07	5.3975e-01	
6.5083e-06	1.0732e+03	1.0000e+05	9.2551e-02	2.7259e-01	6.1113e-02	1.6755e-01	1.9379e-01	2.6051e-02	6.8675e-03	4.2869e-03	9.9828e-05	7.8069e-07	5.4024e-01	
6.5269e-06	1.0732e+03	1.0000e+05	9.2467e-02	2.7284e-01	6.0065e-02	1.6708e-01	1.9529e-01	2.5653e-02	6.8144e-03	4.2610e-03	9.9416e-05	7.8196e-07	5.4073e-01	
6.5455e-06	1.0732e+03	1.0000e+05	9.2385e-02	2.7308e-01	5.9041e-02	1.6662e-01	1.9677e-01	2.5257e-02	6.7609e-03	4.2345e-03	9.8986e-05	7.8316e-07	5.4121e-01	
6.5641e-06	1.0732e+03	1.0000e+05	9.2304e-02	2.7332e-01	5.8041e-02	1.6618e-01	1.9822e-01	2.4864e-02	6.7070e-03	4.2074e-03	9.8546e-05	7.8426e-07	5.4169e-01	
6.5827e-06	1.0732e+03	1.0000e+05	9.2225e-02	2.7355e-01	5.7065e-02	1.6574e-01	1.9963e-01	2.4475e-02	6.6529e-03	4.1800e-03	9.8090e-05	7.8529e-07	5.4215e-01	
6.6013e-06	1.0732e+03	1.0000e+05	9.2148e-02	2.7378e-01	5.6113e-02	1.6532e-01	2.0102e-01	2.4089e-02	6.5985e-03	4.1521e-03	9.7624e-05	7.8622e-07	5.4261e-01	
6.6200e-06	1.0732e+03	1.0000e+05	9.2071e-02	2.7401e-01	5.5182e-02	1.6491e-01	2.0238e-01	2.3708e-02	6.5440e-03	4.1239e-03	9.7146e-05	7.8707e-07	5.4306e-01	
6.6386e-06	1.0732e+03	1.0000e+05	9.1997e-02	2.7423e-01	5.4274e-02	1.6450e-01	2.0371e-01	2.3330e-02	6.4895e-03	4.0953e-03	9.6658e-05	7.8783e-07	5.4350e-01	
6.6572e-06	1.0732e+03	1.0000e+05	9.1924e-02	2.7445e-01	5.3388e-02	1.6411e-01	2.0502e-01	2.2958e-02	6.4349e-03	4.0665e-03	9.6159e-05	7.8850e-07	5.4393e-01	
6.6890e-06	1.0732e+03	1.0000e+05	9.1802e-02	2.7481e-01	5.1920e-02	1.6346e-01	2.0718e-01	2.2332e-02	6.3417e-03	4.0167e-03	9.5285e-05	7.8942e-07	5.4465e-01	
6.7208e-06	1.0732e+03	1.0000e+05	9.1684e-02	2.7517e-01	5.0510e-02	1.6284e-01	2.0927e-01	2.1720e-02	6.2488e-03	3.9665e-03	9.4386e-05	7.9007e-07	5.4535e-01	
6.7526e-06	1.0732e+03	1.0000e+05	9.1571e-02	2.7551e-01	4.9157e-02	1.6224e-01	2.1129e-01	2.1124e-02	6.1565e-03	3.9159e-03	9.3464e-05	7.9045e-07	5.4603e-01	
6.7844e-06	1.0732e+03	1.0000e+05	9.1461e-02	2.7584e-01	4.7857e-02	1.6167e-01	2.1323e-01	2.0543e-02	6.0651e-03	3.8652e-03	9.2523e-05	7.9055e-07	5.4668e-01	
6.8162e-06	1.0732e+03	1.0000e+05	9.1356e-02	2.7615e-01	4.6608e-02	1.6112e-01	2.1510e-01	1.9979e-02	5.9746e-03	3.8145e-03	9.1566e-05	7.9037e-07	5.4731e-01	
6.8646e-06	1.0732e+03	1.0000e+05	9.1202e-02	2.7662e-01	4.4802e-02	1.6032e-01	2.1782e-01	1.9152e-02	5.8391e-03	3.7377e-03	9.0083e-05	7.8958e-07	5.4823e-01	
6.9130e-06	1.0732e+03	1.0000e+05	9.1058e-02	2.7706e-01	4.3101e-02	1.5958e-01	2.2039e-01	1.8364e-02	5.7066e-03	3.6616e-03	8.8577e-05	7.8817e-07	5.4910e-01	
6.9614e-06	1.0732e+03	1.0000e+05	9.0921e-02	2.7748e-01	4.1497e-02	1.5888e-01	2.2282e-01	1.7613e-02	5.5774e-03	3.5865e-03	8.7053e-05	7.8615e-07	5.4993e-01	
7.0097e-06	1.0732e+03	1.0000e+05	9.0791e-02	2.7787e-01	3.9985e-02	1.5823e-01	2.2512e-01	1.6900e-02	5.4517e-03	3.5127e-03	8.5520e-05	7.8354e-07	5.5071e-01	
7.0581e-06	1.0732e+03	1.0000e+05	9.0669e-02	2.7825e-01	3.8557e-02	1.5761e-01	2.2730e-01	1.6222e-02	5.3297e-03	3.4404e-03	8.3983e-05	7.8037e-07	5.5146e-01	
7.1065e-06	1.0732e+03	1.0000e+05	9.0553e-02	2.7860e-01	3.7208e-02	1.5703e-01	2.2936e-01	1.5580e-02	5.2115e-03	3.3698e-03	8.2449e-05	7.7667e-07	5.5216e-01	
7.1548e-06	1.0732e+03	1.0000e+05	9.0444e-02	2.7894e-01	3.5933e-02	1.5648e-01	2.3130e-01	1.4971e-02	5.0972e-03	3.3010e-03	8.0920e-05	7.7246e-07	5.5283e-01	
7.2032e-06	1.0732e+03	1.0000e+05	9.0340e-02	2.7926e-01	3.4726e-02	1.5597e-01	2.3315e-01	1.4395e-02	4.9867e-03	3.2341e-03	7.9404e-05	7.6778e-07	5.5346e-01	
7.2516e-06	1.0732e+03	1.0000e+05	9.0243e-02	2.7956e-01	3.3583e-02	1.5548e-01	2.3490e-01	1.3849e-02	4.8800e-03	3.1692e-03	7.7905e-05	7.6266e-07	5.5406e-01	
7.3000e-06	1.0732e+03	1.0000e+05	9.0150e-02	2.7985e-01	3.2499e-02	1.5502e-01	2.3656e-01	1.3332e-02	4.7771e-03	3.1063e-03	7.6424e-05	7.5713e-07	5.5463e-01	
7.3483e-06	1.0732e+03	1.0000e+05	9.0062e-02	2.8012e-01	3.1470e-02	1.5458e-01	2.3813e-01	1.2844e-02	4.6779e-03	3.0455e-03	7.4959e-05	7.5123e-07	5.5517e-01	
7.3967e-06	1.0732e+03	1.0000e+05	8.9979e-02	2.8038e-01	3.0493e-02	1.5417e-01	2.3963e-01	1.2381e-02	4.5823e-03	2.9866e-03	7.3524e-05	7.4498e-07	5.5568e-01	
7.4311e-06	1.0732e+03	1.0000e+05	8.9923e-02	2.8056e-01	2.9828e-02	1.5389e-01	2.4065e-01	1.2067e-02	4.5165e-03	2.9460e-03	7.2519e-05	7.4035e-07	5.5603e-01	
7.4655e-06	1.0732e+03	1.0000e+05	8.9868e-02	2.8073e-01	2.9186e-02	1.5362e-01	2.4163e-01	1.1765e-02	4.4524e-03	2.9064e-03	7.1524e-05	7.3556e-07	5.5637e-01	
7.5000e-06	1.0732e+03	1.0000e+05	8.9816e-02	2.8089e-01	2.8566e-02	1.5336e-01	2.4257e-01	1.1474e-02	4.3899e-03	2.8678e-03	7.0544e-05	7.3065e-07	5.5670e-01	
7.5253e-06	1.0732e+03	1.0000e+05	8.9778e-02	2.8101e-01	2.8124e-02	1.5318e-01	2.4325e-01	1.1267e-02	4.3451e-03	2.8400e-03	6.9835e-05	7.2695e-07	5.5693e-01	
7.5506e-06	1.0732e+03	1.0000e+05	8.9742e-02	2.8112e-01	2.7692e-02	1.5300e-01	2.4391e-01	1.1066e-02	4.3011e-03	2.8127e-03	6.9130e-05	7.2319e-07	5.5715e-01	
7.5759e-06	1.0732e+03	1.0000e+05	8.9707e-02	2.8123e-01	2.7272e-02	1.5282e-01	2.4455e-01	1.0871e-02	4.2579e-03	2.7860e-03	6.8434e-05	7.1937e-07	5.5737e-01	
7.6012e-06	1.0732e+03	1.0000e+05	8.9672e-02	2.8134e-01	2.6861e-02	1.5265e-01	2.4518e-01	1.0681e-02	4.2157e-03	2.7597e-03	6.7750e-05	7.1549e-07	5.5759e-01	
7.6266e-06	1.0732e+03	1.0000e+05	8.9638e-02	2.8145e-01	2.6461e-02	1.5248e-01	2.4579e-01	1.0496e-02	4.1742e-03	2.7340e-03	6.7071e-05	7.1156e-07	5.5780e-01	
7.6519e-06	1.0732e+03	1.0000e+05	8.9606e-02	2.8155e-01	2.6070e-02	1.5232e-01	2.4638e-01	1.0317e-02	4.1335e-03	2.7088e-03	6.6397e-05	7.0758e-07	5.5800e-01	
7.6772e-06	1.0732e+03	1.0000e+05	8.9574e-02	2.8165e-01	2.5689e-02	1.5216e-01	2.4696e-01	1.0142e-02	4.0937e-03	2.6841e-03	6.5734e-05	7.0356e-07	5.5820e-01	
7.6952e-06	1.0732e+03	1.0000e+05	8.9552e-02	2.8172e-01	2.5424e-02	1.5205e-01	2.4737e-01	1.0020e-02	4.0658e-03	2.6668e-03	6.5271e-05	7.0068e-07	5.5834e-01	
7.7132e-06	1.0732e+03	1.0000e+05	8.9530e-02	2.8179e-01	2.5163e-02	1.5194e-01	2.4777e-01	9.9014e-03	4.0384e-03	2.6497e-03	6.4808e-05	6.9778e-07	5.5847e-01	
7.7312e-06	1.0732e+03	1.0000e+05	8.9508e-02	2.8185e-01	2.4906e-02	1.5184e-01	2.4816e-01	9.7847e-03	4.0113e-03	2.6329e-03	6.4350e-05	6.9486e-07	5.5861e-01	
7.7444e-06	1.0732e+03	1.0000e+05	8.9493e-02	2.8190e-01	2.4720e-02	1.5176e-01	2.4844e-01	9.7002e-03	3.9915e-03	2.6207e-03	6.4018e-05	6.9269e-07	5.5870e-01	
7.7577e-06	1.0732e+03	1.0000e+05	8.9478e-02	2.8195e-01	2.4536e-02	1.5169e-01	2.4872e-01	9.6168e-03	3.9720e-03	2.6086e-03	6.3685e-05	6.9052e-07	5.5880e-01	
7.7709e-06	1.0732e+03	1.0000e+05	8.9463e-02	2.8200e-01	2.4354e-02	1.5161e-01	2.4899e-01	9.5346e-03	3.9527e-03	2.5966e-03	6.3354e-05	6.8834e-07	5.5889e-01	
7.7842e-06	1.0732e+03	1.0000e+05	8.9448e-02	2.8205e-01	2.4174e-02	1.5154e-01	2.4927e-01	9.4535e-03	3.9336e-03	2.5848e-03	6.3031e-05	6.8615e-07	5.5899e-01	
7.7937e-06	1.0732e+03	1.0000e+05	8.9437e-02	2.8208e-01	2.4047e-02	1.5148e-01	2.4946e-01	9.3961e-03	3.9200e-03	2.5763e-03	6.2796e-05	6.8458e-07	5.5905e-01	
7.8006e-06	1.0732e+03	1.0000e+05	8.9429e-02	2.8210e-01	2.3955e-02	1.5145e-01	2.4960e-01	9.3549e-03	3.9102e-03	2.5703e-03	6.2626e-05	6.8344e-07	5.5910e-01	
7.8074e-06	1.0732e+03	1.0000e+05	8.9422e-02	2.8213e-01	2.3865e-02	1.5141e-01	2.4974e-01	9.3141e-03	3.9005e-03	2.5643e-03	6.2462e-05	6.8230e-07	5.5915e-01	
7.8143e-06	1.0732e+03	1.0000e+05	8.9414e-02	2.8215e-01	2.3774e-02	1.5137e-01	2.4987e-01	9.2735e-03	3.8908e-03	2.5583e-03	6.2295e-05	6.8115e-07	5.5919e-01	
7.8212e-06	1.0732e+03	1.0000e+05	8.9407e-02	2.8217e-01	2.3685e-02	1.5133e-01	2.5001e-01	9.2333e-03	3.8812e-03	2.5523e-03	6.2126e-05	6.8001e-07	5.5924e-01	
7.8280e-06	1.0732e+03	1.0000e+05	8.9400e-02	2.8220e-01	2.3595e-02	1.5130e-01	2.5015e-01	9.1933e-03	3.8716e-03	2.5464e-03	6.1959e-05	6.7886e-07	5.5929e-01	
7.8349e-06	1.0732e+03	1.0000e+05	8.9392e-02	2.8222e-01	2.3507e-02	1.5126e-01	2.5028e-01	9.1536e-03	3.8621e-03	2.5405e-03	6.1800e-05	6.7771e-07	5.5933e-01	
7.8399e-06	1.0732e+03	1.0000e+05	8.9387e-02	2.8224e-01	2.3442e-02	1.5124e-01	2.5038e-01	9.1248e-03	3.8552e-03	2.5362e-03	6.1678e-05	6.7687e-07	5.5937e-01	
7.8435e-06	1.0732e+03	1.0000e+05	8.9383e-02	2.8225e-01	2.3396e-02	1.5122e-01	2.5045e-01	9.1041e-03	3.8502e-03	2.5331e-03	6.1590e-05	6.7627e-07	5.5939e-01	
7.8472e-06	1.0732e+03	1.0000e+05	8.9379e-02	2.8226e-01	2.3350e-02	1.5120e-01	2.5052e-01	9.0835e-03	3.8452e-03	2.5301e-03	6.1506e-05	6.7566e-07	5.5941e-01	
7.8508e-06	1.0732e+03	1.0000e+05	8.9376e-02	2.8227e-01	2.3304e-02	1.5118e-01	2.5059e-01	9.0630e-03	3.8403e-03	2.5270e-03	6.1419e-05	6.7505e-07	5.5944e-01	
7.8544e-06	1.0732e+03	1.0000e+05	8.9372e-02	2.8229e-01	2.3258e-02	1.5116e-01	2.5066e-01	9.0425e-03	3.8354e-03	2.5239e-03	6.1329e-05	6.7444e-07	5.5946e-01	
7.8580e-06	1.0732e+03	1.0000e+05	8.9368e-02	2.8230e-01	2.3212e-02	1.5114e-01	2.5073e-01	9.0221e-03	3.8304e-03	2.5209e-03	6.1242e-05	6.7384e-07	5.5948e-01	
7.8616e-06	1.0732e+03	1.0000e+05	8.9364e-02	2.8231e-01	2.3167e-02	1.5112e-01	2.5080e-01	9.0018e-03	3.8255e-03	2.5179e-03	6.1162e-05	6.7323e-07	5.5951e-01	
7.8653e-06	1.0732e+03	1.0000e+05	8.9361e-02	2.8232e-01	2.3121e-02	1.5110e-01	2.5086e-01	8.9816e-03	3.8206e-03	2.5148e-03	6.1077e-05	6.7262e-07	5.5953e-01	
7.8679e-06	1.0732e+03	1.0000e+05	8.9358e-02	2.8233e-01	2.3088e-02	1.5109e-01	2.5092e-01	8.9668e-03	3.8170e-03	2.5126e-03	6.1013e-05	6.7217e-07	5.5955e-01	
7.8706e-06	1.0732e+03	1.0000e+05	8.9355e-02	2.8234e-01	2.3055e-02	1.5108e-01	2.5097e-01	8.9521e-03	3.8135e-03	2.5104e-03	6.0951e-05	6.7172e-07	5.5957e-01	
7.8732e-06	1.0732e+03	1.0000e+05	8.9352e-02	2.8235e-01	2.3022e-02	1.5106e-01	2.5102e-01	8.9374e-03	3.8099e-03	2.5082e-03	6.0888e-05	6.7128e-07	5.5958e-01	
7.8759e-06	1.0732e+03	1.0000e+05	8.9350e-02	2.8236e-01	2.2989e-02	1.5105e-01	2.5107e-01	8.9227e-03	3.8063e-03	2.5060e-03	6.0826e-05	6.7083e-07	5.5960e-01	
