         z	         T	      (NI)	     H(NI)	     O(NI)	   CH4(NI)	   H2O(NI)	   CO2(NI)	    CO(NI)	    OH(NI)	     C(NI)	   HCO(NI)	    CH(NI)	   CH3(NI)	   CH2(NI)	
1.9488e-03	1.0732e+03	4.5100e-01	1.3835e-01	4.6759e-04	2.6839e-10	3.9097e-05	4.2357e-06	4.1009e-01	3.9489e-06	4.1860e-05	4.6442e-11	2.1626e-11	1.4315e-10	7.3281e-11	
1.9590e-03	1.0732e+03	4.5082e-01	1.3844e-01	4.6514e-04	2.6735e-10	3.8976e-05	4.2179e-06	4.1018e-01	3.9325e-06	4.1872e-05	4.6523e-11	2.1637e-11	1.4314e-10	7.3277e-11	
1.9692e-03	1.0732e+03	4.5065e-01	1.3854e-01	4.6271e-04	2.6632e-10	3.8857e-05	4.2002e-06	4.1026e-01	3.9162e-06	4.1884e-05	4.6604e-11	2.1649e-11	1.4314e-10	7.3273e-11	
1.9795e-03	1.0732e+03	4.5048e-01	1.3863e-01	4.6031e-04	2.6530e-10	3.8738e-05	4.1826e-06	4.1034e-01	3.9001e-06	4.1895e-05	4.6684e-11	2.1660e-11	1.4313e-10	7.3269e-11	
2.0155e-03	1.0732e+03	4.4987e-01	1.3896e-01	4.5201e-04	2.6175e-10	3.8322e-05	4.1217e-06	4.1062e-01	3.8439e-06	4.1934e-05	4.6964e-11	2.1698e-11	1.4310e-10	7.3253e-11	
2.0516e-03	1.0732e+03	4.4929e-01	1.3928e-01	4.4398e-04	2.5828e-10	3.7914e-05	4.0623e-06	4.1089e-01	3.7893e-06	4.1968e-05	4.7237e-11	2.1735e-11	1.4307e-10	7.3237e-11	
2.0877e-03	1.0732e+03	4.4872e-01	1.3960e-01	4.3621e-04	2.5489e-10	3.7513e-05	4.0045e-06	4.1116e-01	3.7361e-06	4.1999e-05	4.7505e-11	2.1769e-11	1.4304e-10	7.3218e-11	
2.1238e-03	1.0732e+03	4.4816e-01	1.3990e-01	4.2869e-04	2.5159e-10	3.7119e-05	3.9483e-06	4.1142e-01	3.6842e-06	4.2026e-05	4.7767e-11	2.1801e-11	1.4301e-10	7.3198e-11	
2.1599e-03	1.0732e+03	4.4762e-01	1.4020e-01	4.2140e-04	2.4837e-10	3.6732e-05	3.8935e-06	4.1167e-01	3.6337e-06	4.2050e-05	4.8023e-11	2.1832e-11	1.4298e-10	7.3177e-11	
2.1960e-03	1.0732e+03	4.4710e-01	1.4049e-01	4.1434e-04	2.4522e-10	3.6351e-05	3.8400e-06	4.1192e-01	3.5844e-06	4.2071e-05	4.8273e-11	2.1860e-11	1.4294e-10	7.3154e-11	
2.2616e-03	1.0732e+03	4.4617e-01	1.4100e-01	4.0206e-04	2.3967e-10	3.5676e-05	3.7463e-06	4.1234e-01	3.4979e-06	4.2100e-05	4.8716e-11	2.1908e-11	1.4287e-10	7.3109e-11	
2.3272e-03	1.0732e+03	4.4529e-01	1.4148e-01	3.9043e-04	2.3436e-10	3.5023e-05	3.6567e-06	4.1275e-01	3.4152e-06	4.2120e-05	4.9142e-11	2.1950e-11	1.4279e-10	7.3058e-11	
2.3928e-03	1.0732e+03	4.4444e-01	1.4195e-01	3.7940e-04	2.2925e-10	3.4389e-05	3.5710e-06	4.1314e-01	3.3361e-06	4.2130e-05	4.9553e-11	2.1987e-11	1.4270e-10	7.3002e-11	
2.4584e-03	1.0732e+03	4.4364e-01	1.4240e-01	3.6894e-04	2.2434e-10	3.3774e-05	3.4889e-06	4.1352e-01	3.2602e-06	4.2132e-05	4.9949e-11	2.2018e-11	1.4261e-10	7.2940e-11	
2.5678e-03	1.0732e+03	4.4236e-01	1.4310e-01	3.5263e-04	2.1657e-10	3.2790e-05	3.3594e-06	4.1410e-01	3.1406e-06	4.2118e-05	5.0579e-11	2.2061e-11	1.4242e-10	7.2826e-11	
2.6772e-03	1.0732e+03	4.4117e-01	1.4376e-01	3.3760e-04	2.0928e-10	3.1854e-05	3.2384e-06	4.1465e-01	3.0287e-06	4.2083e-05	5.1173e-11	2.2091e-11	1.4222e-10	7.2697e-11	
2.7865e-03	1.0732e+03	4.4005e-01	1.4438e-01	3.2370e-04	2.0242e-10	3.0963e-05	3.1252e-06	4.1516e-01	2.9240e-06	4.2031e-05	5.1735e-11	2.2110e-11	1.4199e-10	7.2554e-11	
2.8959e-03	1.0732e+03	4.3901e-01	1.4496e-01	3.1083e-04	1.9595e-10	3.0114e-05	3.0191e-06	4.1564e-01	2.8257e-06	4.1963e-05	5.2266e-11	2.2119e-11	1.4173e-10	7.2397e-11	
3.0053e-03	1.0732e+03	4.3803e-01	1.4551e-01	2.9886e-04	1.8985e-10	2.9305e-05	2.9193e-06	4.1609e-01	2.7333e-06	4.1880e-05	5.2770e-11	2.2119e-11	1.4146e-10	7.2227e-11	
3.1147e-03	1.0732e+03	4.3710e-01	1.4603e-01	2.8772e-04	1.8409e-10	2.8533e-05	2.8255e-06	4.1651e-01	2.6463e-06	4.1785e-05	5.3248e-11	2.2110e-11	1.4116e-10	7.2045e-11	
3.2241e-03	1.0732e+03	4.3623e-01	1.4651e-01	2.7732e-04	1.7864e-10	2.7795e-05	2.7370e-06	4.1690e-01	2.5642e-06	4.1678e-05	5.3701e-11	2.2094e-11	1.4083e-10	7.1852e-11	
3.3335e-03	1.0732e+03	4.3541e-01	1.4697e-01	2.6760e-04	1.7347e-10	2.7091e-05	2.6535e-06	4.1727e-01	2.4867e-06	4.1561e-05	5.4133e-11	2.2070e-11	1.4049e-10	7.1648e-11	
3.4428e-03	1.0732e+03	4.3464e-01	1.4741e-01	2.5848e-04	1.6857e-10	2.6418e-05	2.5746e-06	4.1763e-01	2.4135e-06	4.1435e-05	5.4543e-11	2.2040e-11	1.4013e-10	7.1435e-11	
3.5522e-03	1.0732e+03	4.3390e-01	1.4782e-01	2.4993e-04	1.6391e-10	2.5774e-05	2.4999e-06	4.1796e-01	2.3441e-06	4.1301e-05	5.4934e-11	2.2004e-11	1.3975e-10	7.1212e-11	
3.6616e-03	1.0732e+03	4.3320e-01	1.4821e-01	2.4189e-04	1.5949e-10	2.5157e-05	2.4291e-06	4.1827e-01	2.2783e-06	4.1160e-05	5.5307e-11	2.1963e-11	1.3936e-10	7.0981e-11	
3.8266e-03	1.0732e+03	4.3222e-01	1.4876e-01	2.3063e-04	1.5322e-10	2.4276e-05	2.3291e-06	4.1872e-01	2.1854e-06	4.0936e-05	5.5837e-11	2.1892e-11	1.3873e-10	7.0619e-11	
3.9916e-03	1.0732e+03	4.3131e-01	1.4928e-01	2.2032e-04	1.4739e-10	2.3449e-05	2.2365e-06	4.1913e-01	2.0993e-06	4.0701e-05	5.6332e-11	2.1811e-11	1.3807e-10	7.0242e-11	
4.1567e-03	1.0732e+03	4.3047e-01	1.4975e-01	2.1084e-04	1.4195e-10	2.2672e-05	2.1505e-06	4.1950e-01	2.0193e-06	4.0456e-05	5.6794e-11	2.1722e-11	1.3739e-10	6.9853e-11	
4.3217e-03	1.0732e+03	4.2968e-01	1.5020e-01	2.0210e-04	1.3688e-10	2.1942e-05	2.0706e-06	4.1986e-01	1.9449e-06	4.0204e-05	5.7227e-11	2.1627e-11	1.3669e-10	6.9453e-11	
4.4867e-03	1.0732e+03	4.2895e-01	1.5061e-01	1.9403e-04	1.3214e-10	2.1254e-05	1.9961e-06	4.2018e-01	1.8756e-06	3.9947e-05	5.7634e-11	2.1526e-11	1.3596e-10	6.9046e-11	
4.6517e-03	1.0732e+03	4.2826e-01	1.5100e-01	1.8655e-04	1.2770e-10	2.0605e-05	1.9266e-06	4.2049e-01	1.8108e-06	3.9685e-05	5.8015e-11	2.1420e-11	1.3522e-10	6.8633e-11	
4.8167e-03	1.0732e+03	4.2762e-01	1.5136e-01	1.7961e-04	1.2354e-10	1.9994e-05	1.8616e-06	4.2077e-01	1.7502e-06	3.9422e-05	5.8374e-11	2.1311e-11	1.3447e-10	6.8215e-11	
4.9817e-03	1.0732e+03	4.2703e-01	1.5170e-01	1.7315e-04	1.1963e-10	1.9416e-05	1.8007e-06	4.2104e-01	1.6935e-06	3.9156e-05	5.8711e-11	2.1198e-11	1.3371e-10	6.7794e-11	
5.1467e-03	1.0732e+03	4.2647e-01	1.5202e-01	1.6714e-04	1.1595e-10	1.8869e-05	1.7436e-06	4.2129e-01	1.6402e-06	3.8890e-05	5.9029e-11	2.1083e-11	1.3294e-10	6.7371e-11	
5.3117e-03	1.0732e+03	4.2594e-01	1.5231e-01	1.6152e-04	1.1249e-10	1.8352e-05	1.6899e-06	4.2153e-01	1.5901e-06	3.8625e-05	5.9329e-11	2.0967e-11	1.3217e-10	6.6949e-11	
5.4768e-03	1.0732e+03	4.2544e-01	1.5260e-01	1.5626e-04	1.0922e-10	1.7862e-05	1.6395e-06	4.2175e-01	1.5431e-06	3.8361e-05	5.9613e-11	2.0849e-11	1.3139e-10	6.6526e-11	
5.6418e-03	1.0732e+03	4.2498e-01	1.5286e-01	1.5134e-04	1.0614e-10	1.7398e-05	1.5920e-06	4.2195e-01	1.4987e-06	3.8098e-05	5.9881e-11	2.0730e-11	1.3062e-10	6.6105e-11	
5.8068e-03	1.0732e+03	4.2454e-01	1.5311e-01	1.4672e-04	1.0323e-10	1.6958e-05	1.5472e-06	4.2215e-01	1.4568e-06	3.7839e-05	6.0135e-11	2.0612e-11	1.2985e-10	6.5689e-11	
5.9718e-03	1.0732e+03	4.2412e-01	1.5335e-01	1.4239e-04	1.0048e-10	1.6539e-05	1.5049e-06	4.2233e-01	1.4174e-06	3.7582e-05	6.0375e-11	2.0493e-11	1.2908e-10	6.5274e-11	
6.0823e-03	1.0732e+03	4.2385e-01	1.5350e-01	1.3963e-04	9.8722e-11	1.6272e-05	1.4779e-06	4.2245e-01	1.3922e-06	3.7411e-05	6.0529e-11	2.0414e-11	1.2857e-10	6.4998e-11	
6.1929e-03	1.0732e+03	4.2360e-01	1.5365e-01	1.3698e-04	9.7025e-11	1.6012e-05	1.4519e-06	4.2256e-01	1.3678e-06	3.7242e-05	6.0678e-11	2.0334e-11	1.2806e-10	6.4724e-11	
6.3034e-03	1.0732e+03	4.2335e-01	1.5379e-01	1.3443e-04	9.5387e-11	1.5761e-05	1.4268e-06	4.2267e-01	1.3444e-06	3.7074e-05	6.0821e-11	2.0256e-11	1.2755e-10	6.4453e-11	
6.4140e-03	1.0732e+03	4.2312e-01	1.5392e-01	1.3199e-04	9.3807e-11	1.5519e-05	1.4027e-06	4.2278e-01	1.3219e-06	3.6908e-05	6.0960e-11	2.0177e-11	1.2705e-10	6.4184e-11	
6.5245e-03	1.0732e+03	4.2289e-01	1.5405e-01	1.2963e-04	9.2282e-11	1.5285e-05	1.3794e-06	4.2288e-01	1.3001e-06	3.6745e-05	6.1094e-11	2.0099e-11	1.2655e-10	6.3918e-11	
6.6351e-03	1.0732e+03	4.2267e-01	1.5418e-01	1.2736e-04	9.0809e-11	1.5057e-05	1.3569e-06	4.2297e-01	1.2790e-06	3.6583e-05	6.1223e-11	2.0022e-11	1.2606e-10	6.3654e-11	
6.7456e-03	1.0732e+03	4.2245e-01	1.5430e-01	1.2518e-04	8.9386e-11	1.4838e-05	1.3352e-06	4.2307e-01	1.2587e-06	3.6423e-05	6.1348e-11	1.9945e-11	1.2556e-10	6.3393e-11	
6.8561e-03	1.0732e+03	4.2225e-01	1.5442e-01	1.2308e-04	8.8011e-11	1.4625e-05	1.3142e-06	4.2316e-01	1.2392e-06	3.6265e-05	6.1469e-11	1.9869e-11	1.2508e-10	6.3135e-11	
6.9667e-03	1.0732e+03	4.2205e-01	1.5453e-01	1.2105e-04	8.6681e-11	1.4419e-05	1.2940e-06	4.2325e-01	1.2202e-06	3.6109e-05	6.1586e-11	1.9794e-11	1.2460e-10	6.2879e-11	
7.0772e-03	1.0732e+03	4.2186e-01	1.5464e-01	1.1910e-04	8.5396e-11	1.4220e-05	1.2744e-06	4.2333e-01	1.2019e-06	3.5955e-05	6.1700e-11	1.9719e-11	1.2412e-10	6.2627e-11	
7.1878e-03	1.0732e+03	4.2167e-01	1.5475e-01	1.1722e-04	8.4152e-11	1.4026e-05	1.2555e-06	4.2341e-01	1.1843e-06	3.5804e-05	6.1809e-11	1.9645e-11	1.2365e-10	6.2378e-11	
7.2983e-03	1.0732e+03	4.2149e-01	1.5485e-01	1.1540e-04	8.2949e-11	1.3839e-05	1.2373e-06	4.2349e-01	1.1672e-06	3.5654e-05	6.1915e-11	1.9572e-11	1.2318e-10	6.2131e-11	
7.5256e-03	1.0732e+03	4.2114e-01	1.5505e-01	1.1186e-04	8.0595e-11	1.3471e-05	1.2016e-06	4.2365e-01	1.1338e-06	3.5353e-05	6.2123e-11	1.9424e-11	1.2224e-10	6.1635e-11	
7.6761e-03	1.0732e+03	4.2092e-01	1.5517e-01	1.0965e-04	7.9120e-11	1.3240e-05	1.1792e-06	4.2374e-01	1.1128e-06	3.5159e-05	6.2254e-11	1.9328e-11	1.2163e-10	6.1314e-11	
7.8266e-03	1.0732e+03	4.2071e-01	1.5529e-01	1.0754e-04	7.7707e-11	1.3019e-05	1.1579e-06	4.2383e-01	1.0928e-06	3.4969e-05	6.2379e-11	1.9234e-11	1.2103e-10	6.0999e-11	
7.9772e-03	1.0732e+03	4.2051e-01	1.5541e-01	1.0552e-04	7.6353e-11	1.2806e-05	1.1374e-06	4.2392e-01	1.0737e-06	3.4783e-05	6.2499e-11	1.9141e-11	1.2045e-10	6.0690e-11	
8.1277e-03	1.0732e+03	4.2032e-01	1.5552e-01	1.0360e-04	7.5055e-11	1.2602e-05	1.1178e-06	4.2401e-01	1.0553e-06	3.4601e-05	6.2614e-11	1.9050e-11	1.1987e-10	6.0388e-11	
8.2782e-03	1.0732e+03	4.2014e-01	1.5563e-01	1.0176e-04	7.3811e-11	1.2405e-05	1.0990e-06	4.2409e-01	1.0377e-06	3.4423e-05	6.2724e-11	1.8961e-11	1.1930e-10	6.0091e-11	
8.4287e-03	1.0732e+03	4.1996e-01	1.5573e-01	9.9996e-05	7.2617e-11	1.2217e-05	1.0810e-06	4.2417e-01	1.0208e-06	3.4249e-05	6.2830e-11	1.8874e-11	1.1874e-10	5.9801e-11	
8.5792e-03	1.0732e+03	4.1979e-01	1.5582e-01	9.8310e-05	7.1471e-11	1.2035e-05	1.0637e-06	4.2424e-01	1.0047e-06	3.4079e-05	6.2932e-11	1.8788e-11	1.1820e-10	5.9517e-11	
8.8164e-03	1.0732e+03	4.1954e-01	1.5597e-01	9.5797e-05	6.9757e-11	1.1764e-05	1.0379e-06	4.2435e-01	9.8048e-07	3.3819e-05	6.3084e-11	1.8657e-11	1.1737e-10	5.9081e-11	
9.0535e-03	1.0732e+03	4.1930e-01	1.5611e-01	9.3446e-05	6.8148e-11	1.1508e-05	1.0137e-06	4.2445e-01	9.5779e-07	3.3569e-05	6.3227e-11	1.8530e-11	1.1656e-10	5.8661e-11	
9.2907e-03	1.0732e+03	4.1908e-01	1.5623e-01	9.1245e-05	6.6637e-11	1.1267e-05	9.9099e-07	4.2455e-01	9.3650e-07	3.3328e-05	6.3362e-11	1.8407e-11	1.1578e-10	5.8256e-11	
9.5278e-03	1.0732e+03	4.1887e-01	1.5635e-01	8.9182e-05	6.5215e-11	1.1041e-05	9.6965e-07	4.2464e-01	9.1648e-07	3.3096e-05	6.3488e-11	1.8289e-11	1.1503e-10	5.7866e-11	
9.7650e-03	1.0732e+03	4.1867e-01	1.5647e-01	8.7246e-05	6.3877e-11	1.0827e-05	9.4957e-07	4.2473e-01	8.9766e-07	3.2874e-05	6.3608e-11	1.8175e-11	1.1430e-10	5.7490e-11	
1.0002e-02	1.0732e+03	4.1849e-01	1.5657e-01	8.5428e-05	6.2616e-11	1.0625e-05	9.3068e-07	4.2481e-01	8.7994e-07	3.2660e-05	6.3720e-11	1.8065e-11	1.1360e-10	5.7128e-11	
1.0239e-02	1.0732e+03	4.1831e-01	1.5667e-01	8.3719e-05	6.1428e-11	1.0434e-05	9.1289e-07	4.2489e-01	8.6326e-07	3.2454e-05	6.3826e-11	1.7959e-11	1.1292e-10	5.6779e-11	
1.0603e-02	1.0732e+03	4.1806e-01	1.5682e-01	8.1292e-05	5.9735e-11	1.0162e-05	8.8755e-07	4.2499e-01	8.3949e-07	3.2155e-05	6.3977e-11	1.7804e-11	1.1194e-10	5.6271e-11	
1.0967e-02	1.0732e+03	4.1784e-01	1.5695e-01	7.9077e-05	5.8185e-11	9.9128e-06	8.6438e-07	4.2509e-01	8.1774e-07	3.1874e-05	6.4116e-11	1.7658e-11	1.1101e-10	5.5792e-11	
1.1331e-02	1.0732e+03	4.1763e-01	1.5707e-01	7.7054e-05	5.6765e-11	9.6835e-06	8.4316e-07	4.2518e-01	7.9783e-07	3.1610e-05	6.4243e-11	1.7521e-11	1.1014e-10	5.5343e-11	
1.1695e-02	1.0732e+03	4.1744e-01	1.5718e-01	7.5203e-05	5.5461e-11	9.4727e-06	8.2369e-07	4.2527e-01	7.7956e-07	3.1363e-05	6.4360e-11	1.7392e-11	1.0931e-10	5.4920e-11	
1.2059e-02	1.0732e+03	4.1726e-01	1.5728e-01	7.3506e-05	5.4262e-11	9.2786e-06	8.0582e-07	4.2534e-01	7.6278e-07	3.1132e-05	6.4467e-11	1.7271e-11	1.0854e-10	5.4524e-11	
1.2423e-02	1.0732e+03	4.1710e-01	1.5737e-01	7.1949e-05	5.3160e-11	9.0998e-06	7.8939e-07	4.2541e-01	7.4735e-07	3.0915e-05	6.4566e-11	1.7157e-11	1.0781e-10	5.4152e-11	
1.2787e-02	1.0732e+03	4.1695e-01	1.5746e-01	7.0519e-05	5.2145e-11	8.9349e-06	7.7427e-07	4.2548e-01	7.3315e-07	3.0712e-05	6.4657e-11	1.7051e-11	1.0713e-10	5.3804e-11	
1.3151e-02	1.0732e+03	4.1682e-01	1.5753e-01	6.9204e-05	5.1209e-11	8.7828e-06	7.6034e-07	4.2554e-01	7.2008e-07	3.0522e-05	6.4741e-11	1.6951e-11	1.0649e-10	5.3477e-11	
1.3514e-02	1.0732e+03	4.1669e-01	1.5761e-01	6.7993e-05	5.0346e-11	8.6422e-06	7.4750e-07	4.2559e-01	7.0801e-07	3.0345e-05	6.4819e-11	1.6857e-11	1.0590e-10	5.3171e-11	
1.4221e-02	1.0732e+03	4.1648e-01	1.5773e-01	6.5905e-05	4.8854e-11	8.3989e-06	7.2532e-07	4.2569e-01	6.8718e-07	3.0032e-05	6.4953e-11	1.6692e-11	1.0484e-10	5.2632e-11	
1.4928e-02	1.0732e+03	4.1629e-01	1.5784e-01	6.4118e-05	4.7573e-11	8.1896e-06	7.0629e-07	4.2577e-01	6.6930e-07	2.9758e-05	6.5068e-11	1.6547e-11	1.0391e-10	5.2158e-11	
1.5415e-02	1.0732e+03	4.1618e-01	1.5791e-01	6.3035e-05	4.6795e-11	8.0623e-06	6.9474e-07	4.2582e-01	6.5845e-07	2.9588e-05	6.5138e-11	1.6457e-11	1.0333e-10	5.1865e-11	
1.5903e-02	1.0732e+03	4.1607e-01	1.5796e-01	6.2060e-05	4.6093e-11	7.9473e-06	6.8432e-07	4.2586e-01	6.4866e-07	2.9434e-05	6.5201e-11	1.6375e-11	1.0281e-10	5.1597e-11	
1.6390e-02	1.0732e+03	4.1598e-01	1.5802e-01	6.1180e-05	4.5459e-11	7.8433e-06	6.7492e-07	4.2590e-01	6.3981e-07	2.9293e-05	6.5258e-11	1.6300e-11	1.0232e-10	5.1352e-11	
1.6878e-02	1.0732e+03	4.1590e-01	1.5807e-01	6.0384e-05	4.4886e-11	7.7492e-06	6.6641e-07	4.2594e-01	6.3181e-07	2.9164e-05	6.5310e-11	1.6231e-11	1.0188e-10	5.1129e-11	
1.7365e-02	1.0732e+03	4.1582e-01	1.5811e-01	5.9666e-05	4.4367e-11	7.6640e-06	6.5871e-07	4.2597e-01	6.2458e-07	2.9047e-05	6.5357e-11	1.6168e-11	1.0148e-10	5.0924e-11	
1.7853e-02	1.0732e+03	4.1576e-01	1.5815e-01	5.9017e-05	4.3897e-11	7.5868e-06	6.5176e-07	4.2600e-01	6.1804e-07	2.8939e-05	6.5399e-11	1.6111e-11	1.0111e-10	5.0738e-11	
1.8341e-02	1.0732e+03	4.1569e-01	1.5818e-01	5.8429e-05	4.3472e-11	7.5168e-06	6.4545e-07	4.2603e-01	6.1211e-07	2.8842e-05	6.5438e-11	1.6059e-11	1.0078e-10	5.0568e-11	
1.8828e-02	1.0732e+03	4.1564e-01	1.5822e-01	5.7896e-05	4.3086e-11	7.4534e-06	6.3973e-07	4.2605e-01	6.0674e-07	2.8752e-05	6.5472e-11	1.6011e-11	1.0047e-10	5.0413e-11	
1.9316e-02	1.0732e+03	4.1559e-01	1.5825e-01	5.7414e-05	4.2736e-11	7.3958e-06	6.3456e-07	4.2607e-01	6.0187e-07	2.8671e-05	6.5504e-11	1.5968e-11	1.0019e-10	5.0271e-11	
1.9803e-02	1.0732e+03	4.1554e-01	1.5827e-01	5.6977e-05	4.2419e-11	7.3436e-06	6.2986e-07	4.2609e-01	5.9745e-07	2.8597e-05	6.5533e-11	1.5928e-11	9.9937e-11	5.0141e-11	
2.0291e-02	1.0732e+03	4.1550e-01	1.5830e-01	5.6580e-05	4.2131e-11	7.2961e-06	6.2559e-07	4.2611e-01	5.9344e-07	2.8529e-05	6.5559e-11	1.5892e-11	9.9705e-11	5.0023e-11	
2.1161e-02	1.0732e+03	4.1544e-01	1.5833e-01	5.5961e-05	4.1681e-11	7.2219e-06	6.1893e-07	4.2614e-01	5.8718e-07	2.8423e-05	6.5599e-11	1.5835e-11	9.9338e-11	4.9838e-11	
2.1763e-02	1.0732e+03	4.1540e-01	1.5836e-01	5.5590e-05	4.1412e-11	7.1776e-06	6.1495e-07	4.2616e-01	5.8343e-07	2.8359e-05	6.5623e-11	1.5801e-11	9.9118e-11	4.9726e-11	
2.2365e-02	1.0732e+03	4.1536e-01	1.5838e-01	5.5262e-05	4.1173e-11	7.1381e-06	6.1141e-07	4.2617e-01	5.8010e-07	2.8302e-05	6.5645e-11	1.5770e-11	9.8921e-11	4.9627e-11	
2.2968e-02	1.0732e+03	4.1533e-01	1.5839e-01	5.4970e-05	4.0960e-11	7.1030e-06	6.0826e-07	4.2618e-01	5.7714e-07	2.8251e-05	6.5664e-11	1.5743e-11	9.8745e-11	4.9538e-11	
2.3570e-02	1.0732e+03	4.1530e-01	1.5841e-01	5.4710e-05	4.0771e-11	7.0718e-06	6.0547e-07	4.2620e-01	5.7451e-07	2.8205e-05	6.5681e-11	1.5718e-11	9.8588e-11	4.9458e-11	
2.4172e-02	1.0732e+03	4.1528e-01	1.5842e-01	5.4479e-05	4.0603e-11	7.0440e-06	6.0298e-07	4.2621e-01	5.7217e-07	2.8165e-05	6.5696e-11	1.5696e-11	9.8448e-11	4.9387e-11	
2.4774e-02	1.0732e+03	4.1526e-01	1.5844e-01	5.4274e-05	4.0453e-11	7.0193e-06	6.0077e-07	4.2622e-01	5.7009e-07	2.8129e-05	6.5710e-11	1.5677e-11	9.8323e-11	4.9324e-11	
2.5376e-02	1.0732e+03	4.1524e-01	1.5845e-01	5.4091e-05	4.0320e-11	6.9973e-06	5.9880e-07	4.2622e-01	5.6824e-07	2.8097e-05	6.5722e-11	1.5660e-11	9.8212e-11	4.9268e-11	
2.5978e-02	1.0732e+03	4.1522e-01	1.5846e-01	5.3928e-05	4.0201e-11	6.9777e-06	5.9704e-07	4.2623e-01	5.6659e-07	2.8068e-05	6.5733e-11	1.5644e-11	9.8112e-11	4.9218e-11	
2.6581e-02	1.0732e+03	4.1521e-01	1.5847e-01	5.3783e-05	4.0095e-11	6.9602e-06	5.9548e-07	4.2624e-01	5.6512e-07	2.8042e-05	6.5742e-11	1.5630e-11	9.8024e-11	4.9173e-11	
2.7183e-02	1.0732e+03	4.1519e-01	1.5847e-01	5.3655e-05	4.0001e-11	6.9447e-06	5.9409e-07	4.2624e-01	5.6381e-07	2.8019e-05	6.5751e-11	1.5618e-11	9.7944e-11	4.9133e-11	
2.7785e-02	1.0732e+03	4.1518e-01	1.5848e-01	5.3540e-05	3.9918e-11	6.9309e-06	5.9285e-07	4.2625e-01	5.6265e-07	2.7999e-05	6.5758e-11	1.5607e-11	9.7874e-11	4.9097e-11	
2.8387e-02	1.0732e+03	4.1517e-01	1.5849e-01	5.3437e-05	3.9843e-11	6.9185e-06	5.9174e-07	4.2625e-01	5.6161e-07	2.7981e-05	6.5765e-11	1.5597e-11	9.7811e-11	4.9065e-11	
2.8989e-02	1.0732e+03	4.1516e-01	1.5849e-01	5.3346e-05	3.9776e-11	6.9075e-06	5.9076e-07	4.2626e-01	5.6068e-07	2.7964e-05	6.5771e-11	1.5589e-11	9.7754e-11	4.9037e-11	
2.9944e-02	1.0732e+03	4.1515e-01	1.5850e-01	5.3222e-05	3.9686e-11	6.8925e-06	5.8942e-07	4.2626e-01	5.5942e-07	2.7942e-05	6.5779e-11	1.5577e-11	9.7677e-11	4.8998e-11	
3.0899e-02	1.0732e+03	4.1514e-01	1.5851e-01	5.3118e-05	3.9610e-11	6.8800e-06	5.8830e-07	4.2627e-01	5.5837e-07	2.7924e-05	6.5786e-11	1.5567e-11	9.7613e-11	4.8965e-11	
3.1853e-02	1.0732e+03	4.1513e-01	1.5851e-01	5.3032e-05	3.9547e-11	6.8696e-06	5.8737e-07	4.2627e-01	5.5749e-07	2.7908e-05	6.5792e-11	1.5558e-11	9.7559e-11	4.8938e-11	
3.2808e-02	1.0732e+03	4.1512e-01	1.5852e-01	5.2960e-05	3.9494e-11	6.8609e-06	5.8659e-07	4.2628e-01	5.5676e-07	2.7895e-05	6.5796e-11	1.5551e-11	9.7515e-11	4.8916e-11	
3.3763e-02	1.0732e+03	4.1511e-01	1.5852e-01	5.2899e-05	3.9450e-11	6.8536e-06	5.8594e-07	4.2628e-01	5.5614e-07	2.7884e-05	6.5801e-11	1.5546e-11	9.7477e-11	4.8897e-11	
3.4717e-02	1.0732e+03	4.1511e-01	1.5852e-01	5.2849e-05	3.9414e-11	6.8475e-06	5.8540e-07	4.2628e-01	5.5564e-07	2.7875e-05	6.5804e-11	1.5541e-11	9.7446e-11	4.8881e-11	
3.5672e-02	1.0732e+03	4.1510e-01	1.5853e-01	5.2808e-05	3.9383e-11	6.8425e-06	5.8495e-07	4.2628e-01	5.5521e-07	2.7868e-05	6.5807e-11	1.5537e-11	9.7420e-11	4.8868e-11	
3.6627e-02	1.0732e+03	4.1510e-01	1.5853e-01	5.2773e-05	3.9358e-11	6.8383e-06	5.8457e-07	4.2628e-01	5.5486e-07	2.7862e-05	6.5809e-11	1.5533e-11	9.7399e-11	4.8857e-11	
3.7582e-02	1.0732e+03	4.1510e-01	1.5853e-01	5.2744e-05	3.9337e-11	6.8348e-06	5.8426e-07	4.2629e-01	5.5457e-07	2.7856e-05	6.5811e-11	1.5531e-11	9.7381e-11	4.8848e-11	
3.8536e-02	1.0732e+03	4.1509e-01	1.5853e-01	5.2720e-05	3.9319e-11	6.8319e-06	5.8400e-07	4.2629e-01	5.5432e-07	2.7852e-05	6.5812e-11	1.5528e-11	9.7366e-11	4.8840e-11	
3.9491e-02	1.0732e+03	4.1509e-01	1.5853e-01	5.2700e-05	3.9304e-11	6.8294e-06	5.8378e-07	4.2629e-01	5.5411e-07	2.7849e-05	6.5814e-11	1.5526e-11	9.7353e-11	4.8834e-11	
4.0996e-02	1.0732e+03	4.1509e-01	1.5853e-01	5.2675e-05	3.9286e-11	6.8264e-06	5.8351e-07	4.2629e-01	5.5386e-07	2.7844e-05	6.5815e-11	1.5524e-11	9.7337e-11	4.8826e-11	
