         z	         T	         p	         u	       rho	       CH4	       H2O	        H2	        CO	       CO2	        O2	        N2	
1.6390e-02	1.0732e+03	1.0000e+05	1.4588e-01	2.2294e-01	1.4106e-02	6.5398e-03	3.0799e-01	3.2106e-01	7.5664e-03	-3.5551e-17	3.4274e-01	
1.6878e-02	1.0732e+03	1.0000e+05	1.4593e-01	2.2287e-01	1.3931e-02	6.4626e-03	3.0830e-01	3.2122e-01	7.4684e-03	2.7194e-16	3.4262e-01	
1.7365e-02	1.0732e+03	1.0000e+05	1.4598e-01	2.2280e-01	1.3772e-02	6.3927e-03	3.0858e-01	3.2136e-01	7.3797e-03	-1.6035e-16	3.4252e-01	
1.7853e-02	1.0732e+03	1.0000e+05	1.4602e-01	2.2274e-01	1.3629e-02	6.3294e-03	3.0883e-01	3.2149e-01	7.2994e-03	-1.9279e-16	3.4242e-01	
1.8341e-02	1.0732e+03	1.0000e+05	1.4606e-01	2.2268e-01	1.3499e-02	6.2719e-03	3.0906e-01	3.2161e-01	7.2268e-03	4.0742e-16	3.4233e-01	
1.8828e-02	1.0732e+03	1.0000e+05	1.4609e-01	2.2263e-01	1.3381e-02	6.2198e-03	3.0927e-01	3.2171e-01	7.1610e-03	-1.2328e-16	3.4225e-01	
1.9316e-02	1.0732e+03	1.0000e+05	1.4612e-01	2.2258e-01	1.3274e-02	6.1725e-03	3.0946e-01	3.2181e-01	7.1012e-03	-4.5815e-16	3.4218e-01	
1.9803e-02	1.0732e+03	1.0000e+05	1.4615e-01	2.2254e-01	1.3177e-02	6.1296e-03	3.0964e-01	3.2189e-01	7.0470e-03	6.0408e-16	3.4212e-01	
2.0291e-02	1.0732e+03	1.0000e+05	1.4617e-01	2.2250e-01	1.3088e-02	6.0906e-03	3.0979e-01	3.2197e-01	6.9979e-03	7.7202e-17	3.4206e-01	
2.1161e-02	1.0732e+03	1.0000e+05	1.4621e-01	2.2244e-01	1.2951e-02	6.0296e-03	3.1004e-01	3.2209e-01	6.9211e-03	-2.0585e-16	3.4197e-01	
2.1763e-02	1.0732e+03	1.0000e+05	1.4624e-01	2.2241e-01	1.2868e-02	5.9931e-03	3.1018e-01	3.2217e-01	6.8752e-03	-1.1053e-16	3.4191e-01	
2.2365e-02	1.0732e+03	1.0000e+05	1.4626e-01	2.2237e-01	1.2795e-02	5.9607e-03	3.1031e-01	3.2223e-01	6.8344e-03	4.5553e-16	3.4186e-01	
2.2968e-02	1.0732e+03	1.0000e+05	1.4628e-01	2.2235e-01	1.2730e-02	5.9318e-03	3.1043e-01	3.2229e-01	6.7981e-03	5.3685e-17	3.4182e-01	
2.3570e-02	1.0732e+03	1.0000e+05	1.4629e-01	2.2232e-01	1.2672e-02	5.9061e-03	3.1053e-01	3.2234e-01	6.7659e-03	-3.0672e-16	3.4178e-01	
2.4172e-02	1.0732e+03	1.0000e+05	1.4631e-01	2.2230e-01	1.2620e-02	5.8833e-03	3.1062e-01	3.2239e-01	6.7372e-03	1.9934e-16	3.4175e-01	
2.4774e-02	1.0732e+03	1.0000e+05	1.4632e-01	2.2228e-01	1.2575e-02	5.8629e-03	3.1070e-01	3.2243e-01	6.7116e-03	1.6043e-16	3.4172e-01	
2.5376e-02	1.0732e+03	1.0000e+05	1.4633e-01	2.2226e-01	1.2534e-02	5.8448e-03	3.1078e-01	3.2247e-01	6.6889e-03	-2.9093e-16	3.4169e-01	
2.5978e-02	1.0732e+03	1.0000e+05	1.4634e-01	2.2224e-01	1.2497e-02	5.8287e-03	3.1084e-01	3.2250e-01	6.6687e-03	3.5140e-17	3.4167e-01	
2.6581e-02	1.0732e+03	1.0000e+05	1.4635e-01	2.2223e-01	1.2465e-02	5.8143e-03	3.1090e-01	3.2253e-01	6.6507e-03	2.4455e-16	3.4164e-01	
2.7183e-02	1.0732e+03	1.0000e+05	1.4636e-01	2.2222e-01	1.2436e-02	5.8015e-03	3.1095e-01	3.2255e-01	6.6346e-03	-1.8908e-16	3.4162e-01	
2.7785e-02	1.0732e+03	1.0000e+05	1.4637e-01	2.2221e-01	1.2410e-02	5.7901e-03	3.1100e-01	3.2257e-01	6.6204e-03	-1.0446e-16	3.4161e-01	
2.8387e-02	1.0732e+03	1.0000e+05	1.4637e-01	2.2220e-01	1.2388e-02	5.7800e-03	3.1104e-01	3.2260e-01	6.6076e-03	2.4204e-16	3.4159e-01	
2.8989e-02	1.0732e+03	1.0000e+05	1.4638e-01	2.2219e-01	1.2367e-02	5.7709e-03	3.1107e-01	3.2261e-01	6.5963e-03	-5.8269e-17	3.4158e-01	
2.9944e-02	1.0732e+03	1.0000e+05	1.4639e-01	2.2218e-01	1.2339e-02	5.7586e-03	3.1112e-01	3.2264e-01	6.5808e-03	-2.5443e-20	3.4156e-01	
3.0899e-02	1.0732e+03	1.0000e+05	1.4639e-01	2.2217e-01	1.2316e-02	5.7483e-03	3.1116e-01	3.2266e-01	6.5679e-03	8.3021e-17	3.4154e-01	
3.1853e-02	1.0732e+03	1.0000e+05	1.4640e-01	2.2216e-01	1.2297e-02	5.7397e-03	3.1120e-01	3.2268e-01	6.5571e-03	-3.3635e-16	3.4153e-01	
3.2808e-02	1.0732e+03	1.0000e+05	1.4640e-01	2.2215e-01	1.2281e-02	5.7325e-03	3.1123e-01	3.2269e-01	6.5482e-03	3.8102e-17	3.4152e-01	
3.3763e-02	1.0732e+03	1.0000e+05	1.4641e-01	2.2214e-01	1.2267e-02	5.7265e-03	3.1125e-01	3.2270e-01	6.5407e-03	-2.8129e-18	3.4151e-01	
3.4717e-02	1.0732e+03	1.0000e+05	1.4641e-01	2.2214e-01	1.2256e-02	5.7215e-03	3.1127e-01	3.2271e-01	6.5344e-03	-1.0199e-18	3.4150e-01	
3.5672e-02	1.0732e+03	1.0000e+05	1.4641e-01	2.2214e-01	1.2247e-02	5.7174e-03	3.1129e-01	3.2272e-01	6.5293e-03	4.5643e-19	3.4150e-01	
3.6627e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2213e-01	1.2239e-02	5.7139e-03	3.1130e-01	3.2273e-01	6.5249e-03	-1.0284e-19	3.4149e-01	
3.7582e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2213e-01	1.2232e-02	5.7110e-03	3.1131e-01	3.2273e-01	6.5213e-03	4.1340e-21	3.4149e-01	
3.8536e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2213e-01	1.2227e-02	5.7086e-03	3.1132e-01	3.2274e-01	6.5183e-03	3.5478e-21	3.4149e-01	
3.9491e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2213e-01	1.2222e-02	5.7066e-03	3.1133e-01	3.2274e-01	6.5158e-03	-1.6335e-21	3.4148e-01	
4.0996e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2212e-01	1.2217e-02	5.7041e-03	3.1134e-01	3.2275e-01	6.5127e-03	1.5107e-21	3.4148e-01	
4.2500e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2212e-01	1.2212e-02	5.7022e-03	3.1135e-01	3.2275e-01	6.5103e-03	-1.2790e-22	3.4148e-01	
4.4005e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2212e-01	1.2209e-02	5.7008e-03	3.1135e-01	3.2275e-01	6.5085e-03	4.0491e-21	3.4147e-01	
4.5509e-02	1.0732e+03	1.0000e+05	1.4642e-01	2.2212e-01	1.2207e-02	5.6998e-03	3.1136e-01	3.2276e-01	6.5072e-03	-6.9686e-21	3.4147e-01	
4.7014e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2205e-02	5.6990e-03	3.1136e-01	3.2276e-01	6.5062e-03	1.2001e-20	3.4147e-01	
4.8519e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2204e-02	5.6984e-03	3.1136e-01	3.2276e-01	6.5054e-03	-1.2704e-20	3.4147e-01	
5.0023e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2203e-02	5.6979e-03	3.1137e-01	3.2276e-01	6.5049e-03	9.2907e-21	3.4147e-01	
5.2404e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2202e-02	5.6974e-03	3.1137e-01	3.2276e-01	6.5043e-03	-9.3802e-21	3.4147e-01	
5.4784e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2201e-02	5.6971e-03	3.1137e-01	3.2276e-01	6.5039e-03	-2.4486e-20	3.4147e-01	
5.7164e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6969e-03	3.1137e-01	3.2276e-01	6.5036e-03	-1.8747e-20	3.4147e-01	
5.9545e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6968e-03	3.1137e-01	3.2276e-01	6.5035e-03	4.9157e-22	3.4147e-01	
6.1925e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6967e-03	3.1137e-01	3.2276e-01	6.5034e-03	-3.4434e-21	3.4147e-01	
6.4305e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5033e-03	8.7125e-21	3.4147e-01	
6.8055e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-3.8424e-20	3.4147e-01	
7.1804e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-5.3191e-23	3.4147e-01	
7.5554e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6965e-03	3.1137e-01	3.2276e-01	6.5032e-03	-6.8436e-20	3.4147e-01	
7.9303e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-8.9572e-21	3.4147e-01	
8.3053e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-1.2069e-20	3.4147e-01	
8.6802e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	2.1737e-20	3.4147e-01	
9.0551e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-2.0793e-20	3.4147e-01	
9.4301e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	6.4344e-21	3.4147e-01	
9.8050e-02	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	5.5583e-21	3.4147e-01	
1.0180e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-2.4945e-21	3.4147e-01	
1.0555e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-3.1725e-21	3.4147e-01	
1.0930e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	1.1439e-21	3.4147e-01	
1.1305e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	2.7165e-21	3.4147e-01	
1.1680e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	6.5129e-23	3.4147e-01	
1.2055e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-1.6313e-21	3.4147e-01	
1.2622e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-1.5047e-21	3.4147e-01	
1.3190e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	4.0800e-22	3.4147e-01	
1.3757e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	3.9122e-22	3.4147e-01	
1.4325e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	8.9058e-22	3.4147e-01	
1.5246e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-2.7424e-21	3.4147e-01	
1.6168e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-3.6830e-21	3.4147e-01	
1.7090e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-5.1817e-22	3.4147e-01	
1.8651e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	7.1615e-22	3.4147e-01	
2.0212e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-9.7840e-22	3.4147e-01	
2.1773e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	3.4847e-22	3.4147e-01	
2.3334e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	1.3422e-21	3.4147e-01	
2.5792e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-4.1849e-22	3.4147e-01	
2.8250e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-5.8887e-22	3.4147e-01	
3.0000e-01	1.0732e+03	1.0000e+05	1.4643e-01	2.2212e-01	1.2200e-02	5.6966e-03	3.1137e-01	3.2276e-01	6.5032e-03	-6.2006e-22	3.4147e-01	
